datetime,final_score,wealth,pct_starved,population,bushels,acres,last_turn,total_deaths,total_harvested,total_rats_eaten,total_starved,total_infants,total_lost_to_plague,total_land_purchases,total_land_sales
2024-03-10 17:33:14.072618,3,18.069444444444443,3,72,20,1301,11,33,31,242,32,103,94,403,102
2024-03-10 17:35:10.561523,3,22.65,3,60,16,1359,11,34,37,214,33,109,111,472,113
2024-03-10 17:37:09.501840,1,8.431192660550458,3,109,12,919,11,40,26,205,39,53,0,212,293
2024-03-10 17:39:07.730871,3,14.5875,3,80,21,1167,11,22,30,205,21,124,118,226,59
2024-03-10 17:41:05.735848,3,14.0,3,84,5,1176,11,25,32,226,24,143,130,292,116
2024-03-10 17:43:04.012099,3,14.868421052631579,3,76,5,1130,11,25,32,216,24,128,123,212,82
2024-03-10 17:45:01.946766,3,19.551724137931036,3,58,18,1134,11,30,27,232,29,112,120,223,89
2024-03-10 17:46:56.331812,3,14.640449438202246,3,89,16,1303,11,32,35,261,31,115,90,360,57
2024-03-10 17:48:48.717883,3,14.875,3,96,0,1428,11,33,38,232,32,90,57,517,89
2024-03-10 17:50:42.905191,3,17.676470588235293,3,68,10,1202,11,21,34,209,20,141,148,264,62
2024-03-10 17:52:41.285352,3,23.660714285714285,3,56,2,1325,11,30,34,219,29,120,130,423,98
2024-03-10 17:54:33.652817,3,22.428571428571427,3,77,13,1727,11,34,41,236,33,120,105,752,25
2024-03-10 17:56:33.721296,3,10.035398230088495,3,113,25,1134,11,32,30,244,31,140,91,269,135
2024-03-10 17:58:32.353645,3,15.066666666666666,3,90,4,1356,11,37,34,241,36,93,62,480,124
2024-03-10 18:00:30.713278,3,57.63636363636363,3,22,4,1268,11,22,32,219,21,125,177,375,107
2024-03-10 18:02:22.547178,3,15.617647058823529,3,102,3,1593,11,28,46,228,27,170,136,645,52
2024-03-10 18:04:16.977129,3,11.767241379310345,3,116,7,1365,11,34,37,207,33,109,55,437,72
2024-03-10 18:06:11.338781,3,21.333333333333332,3,66,3,1408,11,33,33,212,32,92,89,504,96
2024-03-10 18:08:07.901863,3,19.692307692307693,3,65,22,1280,11,38,33,239,37,61,54,426,146
2024-03-10 18:10:07.830455,3,32.85294117647059,3,34,4,1117,11,25,31,233,24,114,151,224,107
2024-03-10 18:12:08.751931,3,13.597014925373134,3,67,12,911,11,29,24,238,28,89,89,79,168
2024-03-10 18:14:03.186952,3,15.022727272727273,3,88,19,1322,11,37,37,216,36,86,57,473,151
2024-03-10 18:15:59.169978,3,66.0,3,19,15,1254,11,28,31,226,27,97,146,372,118
2024-03-10 18:17:57.778046,3,13.17,3,100,13,1317,11,34,32,237,33,97,59,466,149
2024-03-10 18:19:56.170955,3,22.134615384615383,3,52,20,1151,11,29,29,259,28,88,103,226,75
2024-03-10 18:21:58.660650,3,14.905405405405405,3,74,1,1103,11,27,29,246,26,123,118,334,231
2024-03-10 18:23:50.450730,3,11.963636363636363,3,110,5,1316,11,27,37,220,26,161,120,358,42
2024-03-10 18:25:45.411729,3,11.927927927927929,3,111,2,1324,11,40,34,214,39,55,0,494,170
2024-03-10 18:27:43.923872,3,14.921052631578947,3,76,7,1134,11,31,26,249,30,111,100,215,81
2024-03-10 18:29:39.832221,3,32.088235294117645,3,34,7,1091,11,28,28,207,27,93,127,219,128
2024-03-10 18:31:40.273209,3,11.625,3,96,12,1116,11,27,31,235,26,137,110,305,189
2024-03-10 18:33:35.318053,3,12.317829457364342,3,129,3,1589,11,40,37,229,39,73,0,741,152
2024-03-10 18:35:35.769580,3,12.815217391304348,3,92,15,1179,11,27,31,237,26,73,50,312,133
2024-03-10 18:37:38.254298,3,13.186046511627907,3,86,20,1134,11,27,31,244,26,116,99,327,193
2024-03-10 18:39:36.679141,3,12.894117647058824,3,85,20,1096,11,35,33,231,34,81,57,224,128
2024-03-10 18:41:28.978535,3,16.441860465116278,3,86,19,1414,11,27,40,216,26,106,89,447,33
2024-03-10 18:43:22.926597,3,15.68235294117647,3,85,17,1333,11,29,35,240,28,116,98,405,72
2024-03-10 18:45:23.450056,3,11.645454545454545,3,110,18,1281,11,33,32,247,32,100,53,378,97
2024-03-10 18:47:21.193487,3,18.737704918032787,3,61,4,1143,11,19,33,229,18,121,137,207,64
2024-03-10 18:49:17.924331,3,13.219780219780219,3,91,11,1203,11,28,32,223,27,146,123,324,121
2024-03-10 18:51:18.398965,3,13.19277108433735,3,83,5,1095,11,30,30,211,29,70,53,283,188
2024-03-10 18:53:16.718732,3,13.157894736842104,3,95,19,1250,11,28,34,212,27,114,87,345,95
2024-03-10 18:55:15.080425,3,14.857142857142858,3,84,12,1248,11,25,34,227,24,132,119,374,126
2024-03-10 18:57:08.030007,3,20.06451612903226,3,62,18,1244,11,24,32,232,23,161,171,315,71
2024-03-10 18:59:04.840271,3,13.609756097560975,3,82,0,1116,11,27,31,268,26,107,94,208,92
2024-03-10 19:01:01.197233,3,14.435294117647059,3,85,12,1227,11,26,33,249,25,109,94,326,99
2024-03-10 19:02:57.562751,3,15.154761904761905,3,84,24,1273,11,30,34,216,29,72,54,336,63
2024-03-10 19:04:49.868314,3,32.34090909090909,3,44,3,1423,11,30,37,213,29,125,147,445,22
2024-03-10 19:06:47.385483,3,23.90566037735849,3,53,0,1267,11,27,34,209,26,151,167,336,69
2024-03-10 19:08:43.752933,3,19.928571428571427,3,70,8,1395,11,28,35,235,27,98,96,475,80
2024-03-10 19:10:37.758112,3,16.258426966292134,3,89,0,1447,11,33,40,255,32,125,99,487,40
2024-03-10 19:12:32.236844,3,16.9375,3,80,16,1355,11,37,35,220,36,84,63,453,98
2024-03-10 19:14:24.398717,3,69.88235294117646,3,17,20,1188,11,23,31,243,22,112,168,212,24
2024-03-10 19:16:19.103029,3,15.986666666666666,3,75,13,1199,11,28,32,230,27,106,99,295,96
2024-03-10 19:18:15.955696,3,12.604651162790697,3,86,1,1084,11,32,32,236,31,78,56,301,217
2024-03-10 19:20:08.154792,3,18.394736842105264,3,76,20,1398,11,23,39,233,22,121,118,408,10
2024-03-10 19:22:02.545288,3,16.03191489361702,3,94,0,1507,11,29,43,216,28,115,88,647,140
2024-03-10 19:24:01.068440,3,14.386666666666667,3,75,13,1079,11,36,30,216,35,75,60,162,83
2024-03-10 19:26:01.467902,3,12.487804878048781,3,82,14,1024,11,29,25,218,28,113,98,194,170
2024-03-10 19:27:53.680513,3,20.386666666666667,3,75,20,1529,11,26,41,206,25,134,129,568,39
2024-03-10 19:29:52.546673,3,19.04255319148936,3,47,8,895,11,32,28,223,31,88,105,182,287
2024-03-10 19:31:51.389255,3,15.04,3,75,13,1128,11,34,32,205,33,71,58,346,218
2024-03-10 19:33:47.279918,3,16.210526315789473,3,76,12,1232,11,24,35,211,23,180,176,310,78
2024-03-10 19:35:41.639235,3,20.43661971830986,3,71,0,1451,11,27,37,276,26,102,100,515,64
2024-03-10 19:37:38.437856,1,7.373983739837398,3,123,3,907,11,40,28,213,39,67,0,130,223
2024-03-10 19:39:32.735790,3,13.07,3,100,15,1307,11,26,41,223,25,123,93,378,71
2024-03-10 19:41:28.634315,3,19.741935483870968,3,62,14,1224,11,24,32,210,23,140,150,300,76
2024-03-10 19:43:29.477111,3,13.597014925373134,3,67,16,911,11,34,27,207,33,62,57,135,224
2024-03-10 19:45:30.209880,3,10.326086956521738,3,92,12,950,11,28,26,233,27,77,53,115,165
2024-03-10 19:47:26.902217,3,11.22340425531915,3,94,5,1055,11,32,27,200,31,82,52,235,180
2024-03-10 19:49:20.218427,3,23.419354838709676,3,62,26,1452,11,26,40,209,25,125,133,524,72
2024-03-10 19:51:16.862551,3,16.149253731343283,3,67,0,1082,11,29,32,274,28,92,92,237,155
2024-03-10 19:53:15.018508,3,21.8,3,50,16,1090,11,24,30,217,23,103,125,190,100
2024-03-10 19:55:07.879955,3,20.864406779661017,3,59,15,1231,11,40,33,262,39,63,60,317,86
2024-03-10 19:57:04.505403,3,19.686274509803923,3,51,3,1004,11,29,30,225,28,67,83,132,128
2024-03-10 19:59:03.169406,3,14.289156626506024,3,83,16,1186,11,27,33,224,26,108,94,295,109
2024-03-10 20:00:57.545873,3,15.22680412371134,3,97,8,1477,11,37,38,222,36,101,63,634,157
2024-03-10 20:19:08.432839,3,12.989690721649485,3,97,9,1260,11,28,39,213,27,133,104,327,67
2024-03-10 20:22:00.030661,3,11.96694214876033,3,121,5,1448,11,35,41,215,34,113,53,515,67
2024-03-10 20:23:53.812230,3,13.824561403508772,3,114,9,1576,11,41,40,237,40,59,0,676,100
2024-03-10 20:25:51.011907,3,28.38095238095238,3,42,3,1192,11,28,35,245,27,66,92,241,49
2024-03-10 20:27:46.847988,3,20.03030303030303,3,66,9,1322,11,41,34,275,40,77,66,416,94
2024-03-10 20:40:26.621677,3,20.612244897959183,3,49,11,1010,11,30,28,231,29,90,107,199,189
2024-03-10 21:03:20.117016,3,10.712962962962964,3,108,3,1157,11,30,30,223,29,92,50,299,142
2024-03-10 21:05:46.666272,3,18.08955223880597,3,67,8,1212,11,30,34,217,29,126,125,307,95
2024-03-10 21:08:09.858771,3,14.1625,3,80,8,1133,11,25,35,228,24,118,109,295,162
2024-03-10 21:10:34.045259,3,30.833333333333332,3,42,0,1295,11,30,38,212,29,112,136,391,96
2024-03-10 21:12:55.052509,3,19.734375,3,64,12,1263,11,21,39,231,20,144,155,298,35
2024-03-10 21:15:15.965431,3,15.088888888888889,3,90,14,1358,11,30,35,204,29,131,107,415,57
2024-03-10 21:17:41.410808,3,18.18032786885246,3,61,8,1109,11,30,29,217,29,90,95,224,115
2024-03-10 21:20:05.464947,3,20.46268656716418,3,67,0,1371,11,32,37,252,31,101,98,457,86
2024-03-10 21:22:31.942720,3,15.552238805970148,3,67,14,1042,11,25,26,239,24,126,130,156,114
2024-03-10 21:24:59.773745,2,9.12621359223301,3,103,5,940,11,35,26,249,34,42,0,137,197
2024-03-10 21:27:27.982040,3,16.84722222222222,3,72,15,1213,11,26,32,210,25,122,120,324,111
2024-03-10 21:36:43.682772,3,21.829787234042552,3,47,1,1026,11,30,29,233,29,78,97,183,157
2024-03-10 22:19:15.148315,3,28.692307692307693,3,39,1,1119,11,27,32,251,26,96,126,214,95
2024-03-10 22:21:37.533490,3,11.505154639175258,3,97,4,1116,11,31,30,234,30,82,50,215,99
2024-03-10 22:24:10.137938,3,32.629629629629626,3,27,6,881,11,34,23,226,33,78,113,199,318
2024-03-10 22:36:06.334795,3,20.39622641509434,3,53,13,1081,11,34,30,241,33,92,101,166,85
2024-03-10 22:41:16.077007,3,35.696969696969695,3,33,7,1178,11,27,30,227,26,102,138,234,56
2024-03-10 22:44:51.896653,3,28.977777777777778,3,45,5,1304,11,30,33,246,29,125,146,358,54
2024-03-10 23:01:48.072938,3,20.116666666666667,3,60,2,1207,11,29,33,225,28,99,106,370,163
2024-03-10 23:04:05.724507,3,12.284552845528456,3,123,15,1511,11,40,37,209,39,67,0,593,82
2024-03-10 23:06:30.452765,1,8.942857142857143,3,105,14,939,11,40,31,237,39,49,0,169,230
2024-03-10 23:08:58.021984,3,11.718446601941748,3,103,1,1207,11,33,32,218,32,98,58,402,195
2024-03-10 23:12:44.452150,3,12.453781512605042,3,119,12,1482,11,31,42,227,30,105,51,522,40
2024-03-10 23:15:10.537733,3,21.593220338983052,3,59,0,1274,11,31,33,218,30,140,146,378,104
2024-03-10 23:20:48.471356,3,33.303030303030305,3,33,6,1099,11,31,30,236,30,88,120,251,152
2024-03-10 23:26:46.417509,3,15.075757575757576,3,66,0,995,11,36,31,223,35,60,54,229,234
2024-03-10 23:29:06.226560,3,13.659574468085106,3,94,24,1284,11,29,33,236,28,85,58,339,55
2024-03-10 23:31:27.200132,3,15.077777777777778,3,90,17,1357,11,22,38,222,21,169,153,421,64
2024-03-10 23:33:52.988986,3,17.07936507936508,3,63,24,1076,11,31,29,214,30,100,102,246,170
2024-03-10 23:36:18.804880,3,13.925,3,80,12,1114,11,24,28,237,23,92,84,256,142
2024-03-10 23:38:42.052397,3,15.771084337349398,3,83,9,1309,11,34,33,228,33,83,62,457,148
